,Player,Pos,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Won,Lost,Won%,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Pass Cmp,Pass Att,Cmp%,KP,1/3.1,PPA,CrsPA,PrgP,TotDist.1,PrgDist.1,Short Cmp,Short Att,Short Cmp%,Med. Cmp,Med. Att,Med. Cmp%,Long Cmp,Long Att,Long Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Challenges,Challenge Att,Challenge%,Challenge Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
138,Luca Caldirola,CB,2023-2024,32,Italy,Monza,Serie A,29,2141,23.8,23,6,7,966,4882,2482,10,5,0,6,1.0,1146,9.0,30,23,56.6,1,1,2,1,0.0,0,0.0,1247,1374,90.8,5,60,1.0,1,56,23794.0,7803.0,453,464,97.6,656,695,94.4,131,192,68.2,25,14,19,4,2.0,13,22,59.1,9,26.0,17,9,29.0,54,53,0.0
139,Duje Ćaleta-Car,CB,2023-2024,26,Croatia,Lyon,Ligue 1,24,1993,22.1,22,2,3,1016,4948,2358,5,2,0,3,1.0,952,1.0,57,15,79.2,0,0,0,0,0.0,0,0.0,1051,1204,87.3,7,45,2.0,0,61,20032.0,7213.0,370,396,93.4,571,622,91.8,86,149,57.7,26,11,19,6,1.0,18,22,81.8,4,27.0,14,13,18.0,44,94,1.0
140,Andrea Cambiaso,LB,2023-2024,23,Italy,Juventus,Serie A,34,2372,26.4,28,6,1,857,5413,2832,87,53,23,38,21.0,993,172.0,13,16,44.8,2,3,5,2,0.0,0,0.0,1007,1207,83.4,38,40,24.0,11,71,16173.0,3526.0,516,565,91.3,387,450,86.0,73,104,70.2,47,30,23,15,9.0,25,43,58.1,18,28.0,3,25,11.0,58,26,1.0
141,João Cancelo,RB,2023-2024,29,Portugal,Barcelona,La Liga,32,2503,27.8,29,3,0,1250,7317,3916,106,58,39,55,25.0,1469,193.0,24,23,51.1,2,4,6,2,0.0,0,0.0,1533,1852,82.8,35,123,37.0,11,141,24552.0,6589.0,854,924,92.4,537,648,82.9,114,183,62.3,64,44,35,21,8.0,38,58,65.5,20,35.0,6,29,29.0,93,59,1.0
142,Fali Candé,CB,2023-2024,25,Guinea-Bissau,Metz,Ligue 1,25,1849,20.5,20,5,8,667,3640,1619,4,12,1,9,2.0,593,3.0,30,22,57.7,0,1,1,0,0.0,0,0.0,628,799,78.6,6,38,2.0,0,38,14351.0,5183.0,141,170,82.9,373,422,88.4,113,192,58.9,40,19,31,9,0.0,20,35,57.1,15,41.0,28,13,20.0,60,107,1.0
143,Andrea Carboni,CB,2023-2024,22,Italy,Monza,Serie A,21,1487,16.5,16,5,9,698,3200,1856,13,13,2,14,2.0,811,22.0,21,17,55.3,1,0,1,1,0.0,0,0.0,833,976,85.3,9,59,5.0,4,46,14698.0,4909.0,352,384,91.7,411,447,91.9,65,122,53.3,38,22,24,12,2.0,20,31,64.5,11,23.0,13,10,17.0,55,56,1.0
144,Isaac Carcelen,RB,2023-2024,30,Spain,Cádiz,La Liga,35,2611,29.0,29,6,3,563,2560,1250,25,29,1,19,19.0,671,70.0,22,36,37.9,0,0,0,0,0.0,0,0.0,851,1163,73.2,17,54,16.0,9,75,14161.0,5158.0,418,485,86.2,346,448,77.2,63,163,38.7,50,31,30,15,5.0,25,45,55.6,20,24.0,7,17,27.0,77,87,2.0
145,Sergi Cardona,LB,2023-2024,24,Spain,Las Palmas,La Liga,35,2814,31.3,30,5,0,1199,5768,3162,60,49,6,47,22.0,1498,165.0,52,37,58.4,1,2,3,1,0.0,0,0.0,1727,2150,80.3,39,108,39.0,15,160,25147.0,9822.0,1011,1134,89.2,581,704,82.5,81,171,47.4,90,55,52,29,9.0,55,96,57.3,41,45.0,7,38,46.0,136,102,0.0
146,Igor Carioca,RB,2023-2024,26,Brazil,Lorient,Ligue 1,5,262,2.9,2,3,1,116,694,264,6,3,2,4,1.0,110,16.0,4,5,44.4,0,0,0,0,0.0,0,0.0,115,162,71.0,2,5,3.0,2,8,1807.0,594.0,63,77,81.8,38,52,73.1,10,18,55.6,8,6,6,1,1.0,4,6,66.7,2,0.0,0,0,3.0,11,6,0.0
147,Diego Carlos,CB,2023-2024,30,Brazil,Aston Villa,Premier League,27,1816,20.2,20,7,5,1013,4786,2606,4,2,1,8,4.0,1118,1.0,21,26,44.7,0,0,0,0,0.0,0,0.0,1184,1340,88.4,3,72,4.0,0,59,23313.0,9315.0,357,378,94.4,714,749,95.3,107,199,53.8,27,16,22,4,1.0,13,21,61.9,8,24.0,19,5,13.0,40,78,3.0
148,Carmona,RWB,2023-2024,21,Spain,Getafe,La Liga,30,1313,14.6,15,15,1,343,1994,1012,29,19,6,29,14.0,377,55.0,18,20,47.4,1,1,2,1,0.0,0,0.0,419,570,73.5,10,29,12.0,5,39,6803.0,2258.0,225,259,86.9,144,199,72.4,40,77,51.9,30,21,13,14,3.0,9,28,32.1,19,15.0,2,13,21.0,51,25,0.0
149,Rasmus Carstensen,RB,2023-2024,22,Denmark,Köln,Bundesliga,23,1659,18.4,18,5,9,513,2976,1376,32,26,3,37,22.0,568,89.0,16,19,45.7,0,0,0,0,0.0,0,0.0,594,827,71.8,16,27,20.0,9,52,8927.0,3429.0,330,386,85.5,231,302,76.5,23,69,33.3,47,22,23,20,4.0,31,56,55.4,25,38.0,9,29,20.0,67,50,2.0
150,Antonin Cartillier,LB,2023-2024,19,France,Monaco,Ligue 1,1,8,0.1,0,1,15,3,42,15,1,1,0,0,1.0,3,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1,3,33.3,0,0,0.0,0,0,10.0,7.0,1,1,100.0,0,0,,0,2,0.0,0,0,0,0,0.0,0,0,,0,1.0,0,1,0.0,0,0,0.0
151,Dani Carvajal,RB,2023-2024,31,Spain,Real Madrid,La Liga,28,2171,24.1,25,3,5,939,3864,1903,30,37,9,22,18.0,1126,168.0,21,19,52.5,4,3,7,4,0.0,0,0.0,1265,1475,85.8,21,52,26.0,5,82,19955.0,4535.0,679,744,91.3,486,552,88.0,76,111,68.5,47,32,28,15,4.0,23,42,54.8,19,28.0,9,19,22.0,69,54,4.0
152,Nicolò Casale,CB,2023-2024,25,Italy,Lazio,Serie A,20,1559,17.3,16,4,13,646,3798,2210,20,9,1,2,1.0,808,4.0,23,24,48.9,0,0,0,0,0.0,0,0.0,940,1024,91.8,2,66,1.0,0,49,17305.0,5880.0,360,383,94.0,489,519,94.2,81,102,79.4,15,9,13,2,0.0,6,15,40.0,9,19.0,16,3,12.0,27,61,0.0
153,Kaelan Casey,CB,2023-2024,18,England,West Ham,Premier League,1,1,0.0,0,1,7,0,0,0,0,0,0,0,0.0,0,0.0,1,0,100.0,0,0,0,0,0.0,0,0.0,0,0,,0,0,0.0,0,0,0.0,0.0,0,0,,0,0,,0,0,,0,0,0,0,0.0,0,0,,0,0.0,0,0,0.0,0,1,0.0
154,Matty Cash,RB,2023-2024,25,Poland,Aston Villa,Premier League,29,2142,23.8,23,6,2,860,4871,2233,62,41,18,21,15.0,895,101.0,15,21,41.7,2,2,4,2,0.0,0,0.0,985,1225,80.4,13,69,19.0,8,88,16094.0,4888.0,490,545,89.9,415,501,82.8,63,131,48.1,54,31,24,24,6.0,29,59,49.2,30,35.0,14,21,18.0,72,59,0.0
155,Timothy Castagne,RB,2023-2024,27,Belgium,Fulham,Premier League,34,2634,29.3,29,5,1,879,3780,1855,48,25,6,25,10.0,1121,113.0,35,32,52.2,1,3,4,1,0.0,0,0.0,1350,1662,81.2,18,74,17.0,8,77,21238.0,7361.0,705,794,88.8,514,595,86.4,91,162,56.2,49,24,23,16,10.0,26,44,59.1,18,38.0,10,28,38.0,87,69,1.0
156,Jean-Charles Castelletto,CB,2023-2024,28,Cameroon,Nantes,Ligue 1,28,2464,27.4,28,0,0,1111,5891,2885,24,22,1,15,7.0,1004,31.0,51,32,61.4,2,0,2,2,0.0,0,0.0,1147,1340,85.6,10,85,10.0,3,100,20580.0,7724.0,429,470,91.3,590,661,89.3,93,161,57.8,34,26,22,10,2.0,18,29,62.1,11,19.0,10,9,32.0,66,81,0.0
157,Catena,CB,2023-2024,28,Spain,Osasuna,La Liga,30,2534,28.2,28,2,6,799,3219,1577,5,2,0,5,4.0,912,1.0,59,30,66.3,1,3,4,1,0.0,0,0.0,1095,1341,81.7,6,89,3.0,0,77,25279.0,10188.0,255,284,89.8,621,679,91.5,210,355,59.2,33,18,26,6,1.0,19,35,54.3,16,24.0,15,9,15.0,48,119,3.0
158,Maximiliano Caufriez,CB,2023-2024,26,Belgium,Clermont Foot,Ligue 1,20,1659,18.4,20,0,2,724,4578,2184,24,27,0,11,11.0,670,11.0,19,17,52.8,0,1,1,0,0.0,0,0.0,780,892,87.4,9,48,5.0,2,61,13811.0,4348.0,328,360,91.1,347,384,90.4,82,109,75.2,38,28,31,5,2.0,19,29,65.5,10,18.0,12,6,18.0,56,69,2.0
159,Zeki Çelik,RB,2023-2024,26,Turkey,Roma,Serie A,17,671,7.5,6,11,21,230,1305,565,14,15,5,10,6.0,236,38.0,3,7,30.0,0,0,0,0,0.0,0,0.0,284,341,83.3,9,8,9.0,3,26,4660.0,1360.0,139,158,88.0,116,137,84.7,18,31,58.1,23,16,10,10,3.0,14,25,56.0,11,12.0,5,7,8.0,31,25,0.0
160,Álex Centelles,LB,2023-2024,25,Spain,Almería,La Liga,14,980,10.9,11,3,22,291,1225,687,16,13,3,10,6.0,357,53.0,15,11,57.7,0,1,1,0,0.0,0,0.0,400,544,73.5,11,35,12.0,9,31,6993.0,2843.0,193,214,90.2,162,199,81.4,39,96,40.6,11,6,9,2,0.0,8,18,44.4,10,5.0,2,3,18.0,29,29,0.0
161,Fabien Centonze,RB,2023-2024,27,France,Nantes,2 Comps,13,770,8.6,8,5,6,197,1119,531,21,9,2,11,1.0,218,26.0,10,6,62.5,0,1,1,0,0.0,0,0.0,250,368,67.9,6,15,11.0,10,15,4005.0,1859.0,125,158,79.1,103,140,73.6,18,48,37.5,16,9,12,4,0.0,7,13,53.8,6,16.0,3,13,10.0,26,19,0.0
162,Julian Chabot,CB,2023-2024,25,Germany,Köln,Bundesliga,32,2703,30.0,32,0,0,1001,5034,2914,17,14,2,18,2.0,1076,8.0,101,38,72.7,0,0,0,0,0.0,0,0.0,1361,1616,84.2,9,81,5.0,1,71,25807.0,10115.0,498,548,90.9,725,798,90.9,127,245,51.8,59,42,40,17,2.0,35,59,59.3,24,66.0,43,23,45.0,104,145,0.0
