Player,Pos,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Won,Lost,Won%,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Pass Cmp,Pass Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Short Cmp,Short Att,Short Cmp%,Med. Cmp,Med. Att,Med. Cmp%,Long Cmp,Long Att,Long Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Challenges,Challenge Att,Challenge%,Challenge Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Édgar González,CB,2023-2024,26,es ESP,Almería,es La Liga,31,2522,28,30,1,1,2,0,2,2,0,0,0,1150,1350,85.2,7,51,3,1,72,21329,8387,404,445,90.8,629,697,90.2,100,172,58.1,829,3736,1951,6,7,0,14,5,1034,6,70,59,54.3,45,21,22,20,3,25,49,51,24,48,28,20,38,83,130,3
Giovanni González,RWB,2023-2024,28,uy URU,Mallorca,es La Liga,34,2464,27.4,27,7,3,1,1,2,1,0,0,0,936,1244,75.2,21,80,28,15,91,15432,6464,485,549,88.3,342,448,76.3,90,176,51.1,648,2771,1444,28,18,2,16,15,753,95,37,36,50.7,73,45,37,32,4,40,81,49.4,41,24,3,21,31,104,60,2
Andoni Gorosabel,RB,2023-2024,26,es ESP,Alavés,es La Liga,36,2854,31.7,33,3,1,1,0,1,1,0,0,0,1059,1329,79.7,15,57,32,10,117,15562,6234,627,704,89.1,345,439,78.6,55,100,55,653,3230,1890,58,37,8,35,29,793,121,25,57,30.5,62,42,40,17,5,38,75,50.7,37,24,8,16,28,90,69,0
Robin Gosens,LWB,2023-2024,29,de GER,Union Berlin,de Bundesliga,30,2283,25.4,27,3,0,6,3,9,6,0,0,0,858,1184,72.5,33,78,35,17,97,13673,6207,450,544,82.7,308,429,71.8,73,129,56.6,518,1978,1021,21,20,1,29,8,824,113,60,44,57.7,63,44,25,31,7,30,44,68.2,14,52,9,43,36,99,75,0
Jeffrey Gouweleeuw,CB,2023-2024,32,nl NED,Augsburg,de Bundesliga,30,2593,28.8,29,1,0,1,0,1,1,0,0,0,1147,1490,77,15,156,19,3,143,24503,10362,334,375,89.1,636,711,89.5,167,354,47.2,1046,6646,4109,33,24,2,11,7,1101,17,52,39,57.1,35,23,13,17,5,16,25,64,9,44,24,20,35,70,108,0
Jonathan Gradit,CB,2023-2024,30,fr FRA,Lens,fr Ligue 1,26,2112,23.5,26,0,1,1,0,1,1,0,0,0,1181,1383,85.4,5,167,10,3,177,21422,9125,457,507,90.1,598,664,90.1,100,167,59.9,1182,6390,3507,21,50,0,11,7,1078,6,55,51,51.9,32,20,15,14,3,19,35,54.3,16,30,17,13,37,69,61,0
Florian Grillitsch,CB,2023-2024,27,at AUT,Hoffenheim,de Bundesliga,30,2295,25.5,25,5,0,1,6,7,1,0,0,0,1496,1753,85.3,19,152,20,3,152,27923,11022,580,642,90.3,750,826,90.8,148,234,63.2,1186,6789,3813,32,17,3,12,12,1324,22,34,31,52.3,54,28,31,19,4,22,54,40.7,32,41,20,21,52,106,90,2
Álex Grimaldo,LWB,2023-2024,27,es ESP,Leverkusen,de Bundesliga,33,2784,30.9,31,2,0,10,13,23,10,0,0,0,1762,2148,82,78,79,71,22,162,24881,6698,1116,1208,92.4,500,606,82.5,88,200,44,1346,6006,3113,77,56,15,50,18,1681,261,12,19,38.7,45,24,26,10,9,30,55,54.5,25,32,7,25,22,67,41,0
Christian Groß,CB,2023-2024,34,de GER,Werder Bremen,de Bundesliga,20,797,8.9,8,12,11,0,1,1,0,0,0,0,427,499,85.6,8,32,4,1,46,7530,2997,162,187,86.6,229,254,90.2,26,39,66.7,335,2089,1245,17,6,2,10,4,374,5,16,28,36.4,21,16,11,9,1,11,25,44,14,17,6,11,13,34,28,1
Nemanja Gudelj,CB,2023-2024,31,rs SRB,Sevilla,es La Liga,22,1742,19.4,20,2,2,1,1,2,1,0,0,0,914,1061,86.1,7,82,2,2,73,16667,5686,346,374,92.5,487,535,91,71,114,62.3,662,3913,2413,23,21,0,9,4,810,5,41,21,66.1,31,24,18,10,3,17,31,54.8,14,17,9,8,27,58,56,0
Gabriel Gudmundsson,LB,2023-2024,24,se SWE,Lille,fr Ligue 1,25,1267,14.1,14,11,9,1,0,1,1,0,0,0,437,560,78,13,20,10,5,37,6983,1602,209,249,83.9,187,233,80.3,26,41,63.4,484,3180,1373,39,19,13,25,17,439,66,9,14,39.1,22,16,7,13,2,12,20,60,8,14,3,11,15,37,25,0
Axel Gueguin,LWB,2023-2024,18,fr FRA,Montpellier,fr Ligue 1,3,132,1.5,1,2,2,0,0,0,0,0,0,0,28,43,65.1,1,1,1,0,3,389,200,17,21,81,8,13,61.5,1,4,25,35,240,86,2,2,1,3,3,29,6,2,2,50,9,5,6,2,1,2,6,33.3,4,2,0,2,2,11,6,0
Marc Guéhi,CB,2023-2024,23,eng ENG,Crystal Palace,eng Premier League,25,2021,22.5,23,2,0,0,1,1,0,0,0,0,1138,1309,86.9,7,90,5,0,67,22770,7962,363,403,90.1,636,673,94.5,130,212,61.3,898,4190,2201,15,9,1,9,2,1011,7,29,29,50,28,19,21,7,0,14,24,58.3,10,22,17,5,18,46,89,1
Raphaël Guerreiro,LB,2023-2024,29,pt POR,Bayern Munich,de Bundesliga,20,1191,13.2,13,7,2,3,0,3,3,0,0,0,880,1017,86.5,23,68,26,9,86,12817,4122,537,581,92.4,281,325,86.5,39,63,61.9,610,3190,1838,36,33,5,10,11,875,90,2,5,28.6,19,16,6,9,4,9,15,60,6,7,1,6,15,34,5,1
Axel Guessand,CB,2023-2024,18,fr FRA,Udinese,it Serie A,1,45,0.5,0,1,12,0,0,0,0,0,0,0,21,27,77.8,0,3,0,0,1,471,141,5,7,71.4,14,16,87.5,2,4,50,21,108,63,1,0,0,3,0,25,1,1,1,50,1,1,0,1,0,1,1,100,0,1,0,1,0,1,0,0
Josuha Guilavogui,CB,2023-2024,32,fr FRA,Mainz 05,de Bundesliga,11,409,4.5,5,6,12,0,1,1,0,0,0,0,155,180,86.1,1,6,1,0,9,2781,1138,59,64,92.2,83,90,92.2,9,19,47.4,104,420,138,1,1,0,7,1,113,1,7,6,53.8,15,10,10,5,0,6,7,85.7,1,13,7,6,13,28,21,0
Frederic Guilbert,LB,2023-2024,28,fr FRA,Strasbourg,fr Ligue 1,32,2490,27.7,29,3,1,2,0,2,2,0,0,0,1108,1467,75.5,23,87,17,11,116,20135,6597,450,520,86.5,522,650,80.3,112,244,45.9,1151,6306,2506,32,35,3,26,13,1028,70,23,41,35.9,87,50,49,30,8,47,72,65.3,25,39,10,29,71,158,99,1
Manuel Gulde,CB,2023-2024,32,de GER,Freiburg,de Bundesliga,27,2047,22.7,23,4,5,1,0,1,1,0,0,0,942,1095,86,3,59,6,1,74,17496,5437,309,348,88.8,546,589,92.7,76,135,56.3,616,2909,1606,10,13,0,13,2,818,3,49,33,59.8,37,23,23,13,1,17,23,73.9,6,24,14,10,25,62,82,0
Robert Gumny,RB,2023-2024,25,pl POL,Augsburg,de Bundesliga,13,481,5.3,6,7,10,0,0,0,0,0,0,0,138,195,70.8,2,7,1,1,18,2584,1192,55,72,76.4,65,92,70.7,15,22,68.2,108,554,213,9,9,1,14,1,115,17,3,2,60,6,5,1,3,2,1,5,20,4,13,5,8,7,13,15,0
Christian Günter,LB,2023-2024,30,de GER,Freiburg,de Bundesliga,15,1060,11.8,13,2,1,1,2,3,1,0,0,0,387,505,76.6,18,18,11,9,23,6330,2230,194,211,91.9,154,189,81.5,34,74,45.9,285,1216,579,15,20,5,11,7,367,63,5,10,33.3,20,12,9,11,0,7,18,38.9,11,9,3,6,2,22,16,0
Malo Gusto,RB,2023-2024,20,fr FRA,Chelsea,eng Premier League,27,1751,19.5,19,8,1,0,6,6,0,0,0,0,1230,1423,86.4,32,49,29,13,86,17534,5080,761,829,91.8,394,454,86.8,48,73,65.8,972,5376,2791,78,41,16,32,12,1103,135,8,19,29.6,55,27,34,15,6,35,52,67.3,17,28,4,24,17,72,43,1
Miguel Gutiérrez,LB,2023-2024,22,es ESP,Girona,es La Liga,35,3032,33.7,35,0,1,2,7,9,2,0,0,0,1595,1855,86,42,102,56,19,146,24623,6547,860,916,93.9,590,685,86.1,96,146,65.8,1278,6954,3076,74,69,15,57,32,1427,184,22,18,55,29,18,11,14,4,13,35,37.1,22,27,11,16,22,51,66,2
Joško Gvardiol,LB,2023-2024,21,hr CRO,Manchester City,eng Premier League,28,2328,25.9,26,2,7,4,1,5,4,0,0,0,1671,1919,87.1,18,141,16,3,136,25207,6169,931,1010,92.2,618,695,88.9,77,107,72,1285,6099,3249,63,49,15,23,14,1529,115,31,24,56.4,55,33,21,24,10,21,38,55.3,17,36,12,24,27,82,37,3
Emmanuel Gyasi,RWB,2023-2024,29,gh GHA,Empoli,it Serie A,33,1879,20.9,21,12,4,1,2,3,1,0,0,0,412,550,74.9,10,22,14,3,41,5864,1972,244,292,83.6,138,177,78,12,29,41.4,398,1793,639,15,14,4,25,21,432,60,17,37,31.5,34,17,18,13,3,15,32,46.9,17,30,12,18,5,39,27,1
Norbert Gyömbér,CB,2023-2024,31,sk SVK,Salernitana,it Serie A,22,1760,19.6,20,2,3,0,0,0,0,0,0,0,630,750,84,5,33,0,0,42,11574,4495,229,258,88.8,335,374,89.6,57,99,57.6,427,2249,799,4,3,0,16,2,460,2,31,28,52.5,36,18,30,6,0,20,26,76.9,6,33,23,10,23,59,77,2
Jaouen Hadjam,LB,2023-2024,20,dz ALG,Nantes,fr Ligue 1,8,112,1.2,0,8,5,0,0,0,0,0,0,0,80,103,77.7,4,6,6,3,10,1332,517,37,43,86,36,44,81.8,5,12,41.7,91,592,301,6,3,0,4,3,84,17,1,0,100,6,4,5,1,0,1,2,50,1,0,0,0,3,9,2,0
Massadio Haïdara,LWB,2023-2024,30,ml MLI,Lens,fr Ligue 1,18,741,8.2,7,11,8,0,1,1,0,0,0,0,358,431,83.1,1,19,8,4,40,5791,2060,169,194,87.1,149,169,88.2,24,42,57.1,342,1864,832,8,14,2,6,5,312,25,14,8,63.6,9,8,5,3,1,4,6,66.7,2,7,2,5,11,20,32,3
Oualid El Hajjam,RB,2023-2024,32,ma MAR,Le Havre,fr Ligue 1,13,393,4.4,4,9,17,0,0,0,0,0,0,0,176,234,75.2,7,12,4,2,16,2859,1034,97,111,87.4,56,70,80,17,38,44.7,191,1013,460,7,5,0,8,1,169,27,3,5,37.5,8,7,5,2,1,2,9,22.2,7,5,1,4,6,14,10,0
Achraf Hakimi,RB,2023-2024,24,ma MAR,Paris S-G,fr Ligue 1,25,1932,21.5,20,5,3,4,5,9,4,0,0,0,1712,1979,86.5,43,153,45,13,218,25356,8074,948,1030,92,613,696,88.1,77,125,61.6,1762,9215,4942,84,78,22,33,33,1679,230,9,12,42.9,29,19,14,9,6,17,34,50,17,28,4,24,12,41,28,2
Lewis Hall,LB,2023-2024,18,eng ENG,Newcastle Utd,eng Premier League,18,781,8.7,8,10,15,1,0,1,1,0,0,0,452,552,81.9,3,41,3,1,46,7570,3083,229,248,92.3,186,220,84.5,33,61,54.1,343,1783,1035,19,16,5,9,13,400,27,10,11,47.6,28,18,17,10,1,17,28,60.7,11,17,2,15,12,40,22,1
Andreas Hanche-Olsen,CB,2023-2024,26,no NOR,Mainz 05,de Bundesliga,15,992,11,12,3,0,1,0,1,1,0,0,0,342,439,77.9,1,10,0,0,19,6167,2299,134,165,81.2,177,202,87.6,27,60,45,253,1219,485,1,1,0,4,2,282,0,29,15,65.9,20,12,10,8,2,10,16,62.5,6,10,4,6,11,31,41,0
Makoto Hasebe,CB,2023-2024,39,jp JPN,Eint Frankfurt,de Bundesliga,8,218,2.4,2,6,23,0,0,0,0,0,0,0,166,189,87.8,0,7,2,0,10,3210,1037,52,56,92.9,100,109,91.7,14,23,60.9,141,726,432,0,1,0,1,1,159,3,4,3,57.1,4,2,2,2,0,3,6,50,3,2,1,1,2,6,5,0
Daiki Hashioka,RWB,2023-2024,24,jp JPN,Luton Town,eng Premier League,10,595,6.6,6,4,3,184,799,303,3,3,0,8,6,206,16,227,282,80.5,3,14,4,3,21,3875,1580,101,108,93.5,107,126,84.9,16,34,47.1,0,0,0,0,0,0,0,11,5,6,4,1,5,11,45.5,6,12,7,5,8,19,20,0,12,12,50
Hans Hateboer,RB,2023-2024,29,nl NED,Atalanta,it Serie A,23,1113,12.4,10,13,7,352,1548,764,19,19,3,8,4,468,71,514,616,83.4,22,27,17,13,42,7813,2447,303,324,93.5,174,210,82.9,27,47,57.4,0,1,1,0,0,0,0,12,5,8,2,2,5,15,33.3,10,21,7,14,4,16,21,0,18,11,62.1
Pantelis Hatzidiakos,CB,2023-2024,26,gr GRE,Cagliari,it Serie A,13,856,9.5,13,0,17,245,1072,581,3,7,1,6,3,289,7,328,405,81,1,31,3,1,34,6195,2526,125,129,96.9,159,190,83.7,40,68,58.8,0,0,0,0,0,0,0,22,10,12,10,0,10,17,58.8,7,14,5,9,13,35,30,1,5,9,35.7
Jan Paul van Hecke,CB,2023-2024,23,nl NED,Brighton,eng Premier League,28,2369,26.3,26,2,4,1918,10198,6274,25,41,2,16,3,2080,7,2225,2415,92.1,10,156,10,1,147,38300,14722,939,991,94.8,1109,1181,93.9,136,186,73.1,0,0,0,0,0,0,0,47,26,25,19,3,27,45,60,18,49,27,22,30,77,76,4,66,34,66
Dominique Heintz,LB,2023-2024,29,de GER,Köln,de Bundesliga,12,568,6.3,6,6,19,253,1278,699,10,12,1,6,3,307,16,349,423,82.5,7,24,6,5,30,6540,2053,130,144,90.3,186,205,90.7,31,63,49.2,0,0,0,0,0,0,0,12,5,6,6,0,8,12,66.7,4,6,1,5,3,15,28,0,11,11,50
Benjamin Henrichs,RB,2023-2024,26,de GER,RB Leipzig,de Bundesliga,33,2526,28.1,28,5,0,1113,5443,2958,53,51,7,32,20,1244,161,1314,1670,78.7,40,78,46,11,124,21612,8038,657,743,88.4,548,673,81.4,85,165,51.5,1,5,6,1,0,0,0,68,39,32,26,10,27,58,46.6,31,49,4,45,33,101,37,0,23,22,51.1
Henrique,LWB,2023-2024,29,br BRA,Lyon,fr Ligue 1,11,607,6.7,6,5,16,327,1716,958,20,14,2,4,2,309,33,351,400,87.8,5,28,5,4,36,4829,1386,209,221,94.6,113,129,87.6,13,25,52,1,0,1,1,0,0,0,10,6,6,4,0,6,11,54.5,5,8,2,6,10,20,3,0,5,5,50
Rico Henry,LB,2023-2024,26,eng ENG,Brentford,eng Premier League,5,401,4.5,5,0,0,115,698,372,13,3,3,8,7,126,12,147,183,80.3,4,10,7,2,20,2291,763,82,94,87.2,51,61,83.6,11,19,57.9,0,1,1,0,0,0,0,7,5,3,3,1,6,7,85.7,1,8,3,5,5,12,5,1,4,5,44.4
Christophe Hérelle,CB,2023-2024,30,mq MTQ,Metz,fr Ligue 1,19,1617,18,18,1,8,504,2734,1397,1,3,0,9,1,436,1,543,609,89.2,1,29,5,1,41,12018,3571,110,120,91.7,326,341,95.6,101,137,73.7,0,0,0,0,0,0,0,32,15,24,7,1,13,23,56.5,10,16,9,7,18,50,68,2,17,16,51.5
Mario Hermoso,CB,2023-2024,28,es ESP,Atlético Madrid,es La Liga,31,2557,28.4,29,2,4,1248,5330,3028,39,32,1,21,11,1484,61,1676,1947,86.1,17,162,18,6,177,29197,10370,828,879,94.2,659,737,89.4,156,260,60,0,1,1,0,0,0,0,46,25,29,13,4,28,51,54.9,23,27,9,18,30,76,93,0,46,32,59
Javi Hernández,LB,2023-2024,25,es ESP,Cádiz,es La Liga,30,2514,27.9,28,2,2,685,3932,2182,40,44,6,30,13,760,57,922,1292,71.4,32,73,24,18,94,15773,7452,449,524,85.7,350,452,77.4,93,242,38.4,1,2,3,1,0,0,0,43,24,26,12,5,25,46,54.3,21,34,9,25,19,62,72,1,31,27,53.4
Aridane Hernández,CB,2023-2024,34,es ESP,Rayo Vallecano,es La Liga,19,1690,18.8,19,0,12,438,1991,843,0,2,0,8,0,538,0,675,788,85.7,3,20,0,0,21,12932,4358,248,272,91.2,352,387,91,68,114,59.6,0,0,0,0,0,0,0,10,8,5,4,1,4,11,36.4,7,19,14,5,14,24,98,1,35,18,66
Lucas Hernández,CB,2023-2024,27,fr FRA,Paris S-G,fr Ligue 1,27,1909,21.2,23,4,1,1583,7311,3507,30,33,4,16,5,1476,22,1670,1859,89.8,12,166,9,1,156,28845,9121,696,744,93.5,822,886,92.8,117,173,67.6,1,1,2,1,0,0,0,52,36,28,15,9,29,50,58,21,21,5,16,27,79,38,0,23,16,59
Luis Hernández,CB,2023-2024,34,es ESP,Cádiz,es La Liga,9,723,8,8,1,0,172,830,559,2,3,0,0,0,217,1,257,363,70.8,6,27,1,0,31,5409,2776,78,92,84.8,137,170,80.6,41,98,41.8,1,0,1,1,0,0,0,7,3,4,3,0,4,8,50,4,3,2,1,8,15,25,0,9,2,81.8
Theo Hernández,LB,2023-2024,25,fr FRA,Milan,it Serie A,32,2791,31,31,1,0,1467,9352,6095,115,93,13,30,22,1602,124,1717,1994,86.1,44,103,40,12,166,26200,9027,934,995,93.9,637,709,89.8,91,172,52.9,5,4,9,4,1,2,1,30,17,19,11,0,11,22,50,11,33,13,20,23,53,42,1,29,18,61.7
Yarek Hernandis,CB,2023-2024,18,es ESP,Valencia,es La Liga,14,735,8.2,7,7,16,145,562,315,4,7,0,8,1,179,10,208,292,71.2,0,11,0,0,15,3728,1484,95,113,84.1,93,116,80.2,19,54,35.2,0,0,0,0,0,0,0,22,12,14,5,3,13,19,68.4,6,15,8,7,15,37,50,1,15,4,78.9
Jorge Herrando,CB,2023-2024,22,es ESP,Osasuna,es La Liga,19,1644,18.3,18,1,19,442,1982,870,3,3,0,4,2,524,1,589,738,79.8,2,33,1,0,35,11221,4290,213,237,89.9,315,347,90.8,56,131,42.7,0,1,1,0,0,0,0,29,19,23,6,0,12,19,63.2,7,20,11,9,15,44,69,1,26,25,51
Juan Herzog,CB,2023-2024,20,es ESP,Las Palmas,es La Liga,4,292,3.2,3,1,17,132,383,144,0,0,0,1,0,182,0,195,220,88.6,0,2,0,0,3,2675,1152,121,127,95.3,62,68,91.2,5,12,41.7,2,0,2,2,0,0,0,6,5,5,1,0,3,6,50,3,4,1,3,2,8,17,0,4,3,57.1
Aaron Hickey,RWB,2023-2024,21,sct SCO,Brentford,eng Premier League,9,713,7.9,9,0,0,212,1107,505,9,3,1,14,5,225,13,243,277,87.7,1,10,2,0,21,3813,894,134,140,95.7,92,106,86.8,14,20,70,0,0,0,0,0,0,0,16,9,9,3,4,7,7,100,0,7,3,4,3,19,10,0,1,9,10
Isak Hien,CB,2023-2024,24,se SWE,Atalanta,it Serie A,26,1801,20,18,8,1,507,2370,1124,8,4,1,13,10,543,1,741,866,85.6,1,35,0,0,50,15663,5428,185,227,81.5,460,493,93.3,91,125,72.8,0,1,1,0,0,0,0,35,22,18,17,0,17,34,50,17,24,10,14,21,56,66,1,70,39,64.2
James Hill,RB,2023-2024,21,eng ENG,Bournemouth,eng Premier League,5,76,0.8,1,4,10,18,41,7,0,1,0,1,1,20,1,28,42,66.7,0,6,0,0,5,542,243,13,16,81.3,8,13,61.5,5,10,50,0,0,0,0,0,0,0,3,2,1,2,0,1,1,100,0,3,2,1,3,6,8,0,4,1,80
Piero Hincapié,CB,2023-2024,21,ec ECU,Leverkusen,de Bundesliga,26,1484,16.5,16,10,5,994,5078,3063,34,32,1,11,4,1237,50,1307,1435,91.1,6,99,9,0,102,19443,6533,758,788,96.2,469,509,92.1,52,91,57.1,1,2,3,1,0,0,0,35,22,14,17,4,13,17,76.5,4,18,7,11,13,48,43,0,36,27,57.1
Jack Hinshelwood,RB,2023-2024,18,eng ENG,Brighton,eng Premier League,12,869,9.7,8,4,4,331,1598,726,16,15,1,9,2,381,38,418,498,83.9,8,24,5,1,19,5999,1172,233,267,87.3,156,175,89.1,9,22,40.9,3,0,3,3,0,0,0,14,5,7,4,3,5,13,38.5,8,6,2,4,14,28,18,0,7,8,46.7
Mason Holgate,CB,2023-2024,26,eng ENG,Sheffield Utd,eng Premier League,10,710,7.9,9,1,2,95,356,159,0,2,1,4,1,105,0,138,211,65.4,1,17,2,2,13,2552,1215,65,83,78.3,52,78,66.7,19,44,43.2,0,0,0,0,0,0,0,12,7,5,6,1,5,12,41.7,7,12,5,7,11,23,40,0,9,7,56.3
Emil Holm,RWB,2023-2024,23,se SWE,Atalanta,it Serie A,22,947,10.5,12,10,8,290,2133,1000,28,20,5,35,18,358,80,304,457,66.5,4,18,8,6,27,4675,1618,171,214,79.9,107,153,69.9,21,55,38.2,1,1,2,1,0,0,0,28,19,17,9,2,16,36,44.4,20,25,3,22,7,35,25,0,28,24,53.8
Timo Hübers,CB,2023-2024,27,de GER,Köln,de Bundesliga,31,2778,30.9,31,0,0,1203,6033,3442,19,14,1,11,7,1280,3,1473,1743,84.5,6,105,7,1,104,28520,10485,448,501,89.4,879,951,92.4,130,250,52,0,0,0,0,0,0,0,68,47,51,14,3,49,80,61.3,31,54,28,26,63,131,168,1,99,49,66.9
Dean Huijsen,CB,2023-2024,18,es ESP,Roma,it Serie A,14,522,5.8,4,10,21,325,1501,752,4,3,0,3,2,407,15,418,478,87.4,1,16,1,0,20,7521,2538,163,180,90.6,213,231,92.2,37,50,74,2,0,2,2,0,0,0,10,5,5,5,0,1,4,25,3,7,4,3,4,14,27,2,9,7,56.3
Mats Hummels,CB,2023-2024,34,de GER,Dortmund,de Bundesliga,25,1581,17.6,20,5,4,1095,5594,3224,11,13,1,7,6,1183,1,1262,1418,89,9,86,6,0,82,25463,8497,381,402,94.8,722,781,92.4,150,202,74.3,3,0,3,3,0,0,0,52,34,34,12,6,30,53,56.6,23,33,11,22,33,85,82,0,38,24,61.3
Elseid Hysaj,LB,2023-2024,29,al ALB,Lazio,it Serie A,22,1199,13.3,11,11,15,483,2815,1444,27,23,1,12,8,619,41,713,850,83.9,9,46,10,5,51,10858,4236,400,438,91.3,248,291,85.2,41,78,52.6,0,0,0,0,0,0,0,24,14,8,13,3,15,24,62.5,9,16,6,10,17,41,31,0,14,13,51.9
Iago,LB,2023-2024,26,br BRA,Augsburg,de Bundesliga,23,1622,18,18,5,0,480,2650,1197,24,20,4,24,10,474,51,536,735,72.9,17,51,27,16,54,9641,4071,240,278,86.3,217,293,74.1,63,109,57.8,1,1,2,1,0,0,0,36,17,22,10,4,17,33,51.5,16,39,8,31,18,54,43,0,20,18,52.6
Iglesias,RB,2023-2024,25,es ESP,Getafe,es La Liga,23,1412,15.7,16,7,7,329,1625,671,16,11,2,10,6,363,48,382,635,60.2,11,41,15,12,43,7413,3284,155,188,82.4,155,236,65.7,61,169,36.1,0,2,2,0,0,0,0,41,22,25,11,5,21,33,63.6,12,18,7,11,16,57,53,0,12,10,54.5
Igor,CB,2023-2024,25,br BRA,Brighton,eng Premier League,24,1637,18.2,17,7,10,1055,5334,2867,30,23,0,9,6,1205,12,1398,1497,93.4,7,123,2,0,107,21855,7143,714,742,96.2,615,640,96.1,49,68,72.1,0,0,0,0,0,0,0,25,18,7,16,2,17,29,58.6,12,22,9,13,14,39,52,1,26,12,68.4
Imanol,LB,2023-2024,23,es ESP,Athletic Club,es La Liga,9,525,5.8,5,4,26,181,901,473,13,11,2,5,3,204,15,280,343,81.6,2,24,6,3,21,4413,1312,160,178,89.9,99,115,86.1,16,30,53.3,0,0,0,0,0,0,0,7,5,1,5,1,5,18,27.8,13,6,0,6,7,14,15,0,10,4,71.4
Thomas Isherwood,CB,2023-2024,25,se SWE,Darmstadt 98,de Bundesliga,12,636,7.1,8,4,14,189,1059,587,6,6,0,3,0,220,1,223,268,83.2,1,13,4,0,11,4281,1293,75,80,93.8,127,142,89.4,18,35,51.4,0,0,0,0,0,0,0,11,5,7,3,1,5,9,55.6,4,10,7,3,10,21,34,0,8,6,57.1
Ismaily,LB,2023-2024,33,br BRA,Lille,fr Ligue 1,30,2465,27.4,28,2,2,1173,7171,3775,74,58,14,32,18,1098,110,1262,1505,83.9,10,90,23,7,114,18690,6452,714,810,88.1,470,540,87,43,83,51.8,1,1,2,1,0,0,0,72,47,34,25,13,31,60,51.7,29,33,6,27,32,104,77,0,42,16,72.4
Ardian Ismajli,CB,2023-2024,26,al ALB,Empoli,it Serie A,26,2045,22.7,23,3,3,643,2991,1434,9,2,1,10,1,706,3,864,1042,82.9,4,46,5,1,49,17451,6136,246,274,89.8,511,568,90,100,167,59.9,0,0,0,0,0,0,0,26,16,18,6,2,18,23,78.3,5,28,17,11,23,49,126,1,52,39,57.1
Ko Itakura,CB,2023-2024,26,jp JPN,Gladbach,de Bundesliga,20,1596,17.7,18,2,0,628,3177,1766,14,11,1,7,5,715,7,798,910,87.7,5,41,3,1,36,14351,4876,305,336,90.8,422,454,93,60,98,61.2,3,0,3,3,0,0,0,34,21,17,15,2,16,26,61.5,10,32,18,14,22,56,62,0,38,30,55.9
Hiroki Ito,CB,2023-2024,24,jp JPN,Stuttgart,de Bundesliga,26,2228,24.8,25,1,0,1259,5476,2647,29,26,2,13,5,1674,32,1833,2066,88.7,19,119,21,7,121,30156,11234,915,962,95.1,774,842,91.9,118,211,55.9,0,2,2,0,0,0,0,19,18,13,6,0,11,26,42.3,15,29,17,12,29,48,86,2,30,38,44.1
Diego Iturralde,LB,2023-2024,20,es ESP,Sevilla,es La Liga,1,37,0.4,0,1,3,6,69,52,1,1,0,0,0,6,0,9,14,64.3,0,0,0,0,1,148,110,5,5,100,4,7,57.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,0,0,0,
Armando Izzo,CB,2023-2024,31,it ITA,Monza,it Serie A,23,1650,18.3,20,3,4,870,4500,2292,15,7,0,10,2,1035,7,1122,1235,90.9,7,55,4,0,59,21780,6523,342,361,94.7,665,705,94.3,109,151,72.2,0,0,0,0,0,0,0,27,17,17,9,1,16,27,59.3,11,20,16,4,27,54,49,1,19,20,48.7
Jérémy Jacquet,RB,2023-2024,18,fr FRA,Clermont Foot,fr Ligue 1,6,253,2.8,2,4,7,75,533,268,5,3,1,2,2,72,4,94,123,76.4,2,8,2,1,15,1555,644,40,53,75.5,45,52,86.5,4,8,50,0,1,1,0,0,0,0,4,3,4,0,0,3,3,100,0,7,3,4,6,10,10,0,6,4,60
Paul Jaeckel,CB,2023-2024,25,de GER,Union Berlin,de Bundesliga,6,234,2.6,2,4,19,95,379,194,1,1,0,1,1,109,1,121,136,89,2,7,1,0,14,2388,943,45,46,97.8,54,60,90,20,25,80,0,0,0,0,0,0,0,7,2,4,3,0,5,9,55.6,4,3,2,1,4,11,7,0,5,2,71.4
Ismail Jakobs,LB,2023-2024,23,sn SEN,Monaco,fr Ligue 1,22,1466,16.3,16,6,2,663,3473,1345,44,32,13,29,6,627,133,626,874,71.6,17,44,20,10,56,9832,3149,317,380,83.4,256,347,73.8,35,100,35,1,2,3,1,0,0,0,57,41,27,21,9,29,47,61.7,18,19,2,17,11,68,40,0,38,30,55.9
Reece James,RB,2023-2024,23,eng ENG,Chelsea,eng Premier League,10,419,4.7,5,5,0,217,1061,548,19,8,3,6,6,245,35,275,341,80.6,11,21,6,3,21,4433,1383,144,163,88.3,104,130,80,19,34,55.9,0,2,2,0,0,0,0,14,9,10,3,1,8,10,80,2,4,4,0,3,17,7,1,8,5,61.5
