,Player,Pos,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,Live,Dead,Sw,Crs,TI,CK,xG,npxG,xA,G-xG,Sh,SoT,Sh Dist,FK,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Cmp,Att.1,Cmp%,KP,1/3,PPA,CrsPA,PrgP,Short Cmp,Short Att,Short Cmp%,Med. Cmp,Med. Att,Med. Cmp%,Long Cmp,Long Att,Long Cmp%
219,Jacopo Fazzini,CM,2023-2024,20,Italy,Empoli,Serie A,31,1232,13.7,14,17,445.0,52.0,1.0,54.0,4.0,24.0,343.0,499.0,32.0,3.0,167.0,134.0,74.4,27.0,3.5,-0.2,-0.2,-1.3,0.05,23,0.04,0.25,4,17.4,19.8,2,714.0,24,160,36.0,714.0,1.0,1,2,1.0,0,0,0.0
220,Nabil Fekir,AM,2023-2024,30,France,Betis,La Liga,19,1049,11.7,10,9,534.0,73.0,5.0,56.0,3.0,34.0,482.0,611.0,53.0,3.0,272.0,131.0,86.8,33.0,4.6,-1.2,-1.2,-0.3,0.08,28,0.04,0.14,7,25.0,19.2,6,749.0,4,48,54.0,749.0,1.0,2,3,1.0,0,0,0.0
221,Lewis Ferguson,AM,2023-2024,23,Scotland,Bologna,Serie A,31,2712,30.1,31,0,1740.0,34.0,9.0,11.0,17.0,1.0,1571.0,1778.0,145.0,3.0,931.0,518.0,91.7,61.0,7.7,0.6,0.6,0.7,0.09,60,0.1,0.3,20,33.3,16.0,0,2043.0,54,317,82.0,2043.0,6.0,3,9,6.0,0,0,0.0
222,Bruno Fernandes,AM,2023-2024,28,Portugal,Manchester Utd,Premier League,35,3118,34.6,35,0,1872.0,284.0,22.0,223.0,22.0,151.0,1590.0,2179.0,187.0,10.0,766.0,532.0,76.2,229.0,17.8,0.0,-0.1,-3.8,0.07,90,0.07,0.17,35,38.9,22.8,11,2585.0,96,414,105.0,2580.0,10.0,8,18,6.0,4,5,1.0
223,Álex Fernández,CM,2023-2024,30,Spain,Cádiz,La Liga,26,1285,14.3,14,12,578.0,67.0,6.0,35.0,6.0,20.0,539.0,649.0,46.0,4.0,278.0,191.0,87.6,50.0,1.0,-0.3,-0.3,0.2,0.04,7,0.0,0.0,1,14.3,24.0,0,775.0,52,212,8.0,775.0,0.0,1,1,0.0,0,0,0.0
224,Enzo Fernández,CM,2023-2024,22,Argentina,Chelsea,Premier League,28,2209,24.5,26,2,1756.0,89.0,28.0,45.0,5.0,22.0,1574.0,1862.0,177.0,4.0,674.0,661.0,88.8,196.0,8.0,-3.2,-2.6,-1.4,0.1,45,0.04,0.15,13,28.9,21.3,2,2128.0,67,442,47.0,2126.0,3.0,2,5,2.0,1,2,1.0
225,Valery Fernández,LM,2023-2024,23,Spain,Girona,La Liga,27,506,5.6,2,25,211.0,10.0,0.0,13.0,10.0,0.0,188.0,221.0,4.0,3.0,125.0,54.0,79.4,3.0,1.5,1.3,1.3,-0.8,0.14,5,0.4,1.0,2,40.0,18.9,0,285.0,12,60,23.0,285.0,2.0,0,2,2.0,0,0,0.0
226,Fernando,DM,2023-2024,36,Brazil,Sevilla,La Liga,8,459,5.1,5,3,233.0,8.0,3.0,4.0,0.0,0.0,209.0,242.0,21.0,2.0,98.0,89.0,89.9,18.0,0.3,0.0,0.0,-0.3,0.02,1,0.0,0.0,0,0.0,16.2,0,288.0,10,74,5.0,288.0,0.0,0,0,0.0,0,0,0.0
227,Andrea Ferraris,CM,2023-2024,20,Italy,Monza,Serie A,1,10,0.1,0,1,3.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,5.0,0,1,0.0,5.0,0.0,0,0,0.0,0,0,0.0
228,Jordan Ferri,DM,2023-2024,31,France,Montpellier,Ligue 1,30,2031,22.6,23,7,1299.0,32.0,8.0,38.0,11.0,2.0,1101.0,1331.0,118.0,10.0,436.0,492.0,88.5,126.0,2.5,0.4,0.4,-0.9,0.07,9,0.11,1.0,1,11.1,22.0,1,1525.0,51,347,18.0,1525.0,1.0,1,2,1.0,0,0,0.0
229,John Fleck,CM,2023-2024,31,Scotland,Sheffield Utd,Premier League,4,92,1.0,1,3,36.0,4.0,0.0,0.0,0.0,0.0,29.0,40.0,1.0,0.0,21.0,7.0,77.8,1.0,0.4,0.0,0.0,-0.4,0.0,0,0.0,0.0,0,0.0,0.0,0,49.0,3,10,1.0,49.0,0.0,0,0,0.0,0,0,0.0
230,Youssouf Fofana,CM,2023-2024,24,France,Monaco,Ligue 1,32,2697,30.0,31,1,1693.0,83.0,4.0,14.0,6.0,0.0,1453.0,1789.0,194.0,2.0,690.0,601.0,85.1,106.0,8.4,-1.0,-1.0,0.6,0.1,52,0.08,0.31,13,25.0,19.6,0,2113.0,66,357,49.0,2113.0,4.0,4,8,4.0,0,0,0.0
231,Michael Folorunsho,CM,2023-2024,25,Italy,Hellas Verona,Serie A,34,2781,30.9,33,1,768.0,25.0,12.0,64.0,11.0,0.0,486.0,796.0,43.0,6.0,236.0,176.0,65.7,55.0,5.3,1.0,1.1,-0.4,0.08,47,0.11,0.36,14,29.8,19.8,0,1200.0,63,233,57.0,1200.0,5.0,1,6,5.0,0,0,0.0
232,Pablo Fornals,AM,2023-2024,27,Spain,Real Betis,La Liga,30,1574,17.5,18,12,829.0,49.0,7.0,59.0,14.0,26.0,662.0,882.0,75.0,7.0,342.0,227.0,77.7,55.0,4.0,0.9,0.9,0.1,0.09,24,0.13,0.38,8,33.3,18.8,0,1088.0,17,156,60.0,1088.0,3.0,2,5,3.0,0,0,0.0
233,Emil Forsberg,LM,2023-2024,31,Sweden,RB Leipzig,Bundesliga,14,464,5.2,5,9,173.0,801.0,3.0,4.0,12.0,7.0,2.3,0.4,1.4,0.05,4.0,1.0,1.0,3.0,163.0,199.0,81.9,6.0,14.0,3,0.0,22.0,2572,551.0,95.0,107,88.8,54,60,17.0,70.6,261.0,7,25,132.0,105,19,260.0
234,Philipp Förster,AM,2023-2024,28,Germany,Bochum,Bundesliga,13,385,4.3,3,10,125.0,660.0,10.0,1.0,9.0,7.0,0.9,0.8,-0.5,0.08,1.0,0.0,0.0,0.0,156.0,208.0,75.0,9.0,9.0,8,3.0,21.0,2499,694.0,84.0,101,83.2,54,80,19.0,73.7,250.0,2,24,114.0,114,9,250.0
235,Bartol Franjić,CM,2023-2024,23,Croatia,Darmstadt 98,Bundesliga,20,1229,13.7,14,6,327.0,1782.0,8.0,1.0,13.0,8.0,0.5,0.3,-0.3,0.07,0.0,0.0,1.0,1.0,462.0,556.0,83.1,2.0,39.0,2,1.0,50.0,8068,1949.0,203.0,240,84.6,211,234,56.0,71.4,689.0,44,214,410.0,72,7,689.0
236,Davide Frattesi,CM,2023-2024,23,Italy,Inter,Serie A,32,955,10.6,6,26,250.0,1689.0,17.0,10.0,17.0,16.0,9.0,2.0,-1.1,0.22,13.0,0.0,3.0,9.0,235.0,301.0,78.1,10.0,18.0,13,1.0,37.0,3468,1047.0,126.0,147,85.7,82,103,18.0,77.8,428.0,28,96,194.0,140,56,428.0
237,Jean Frederic N'Guessan,CM,2023-2024,20,Ivory Coast,Metz,Ligue 1,6,110,1.2,1,5,42.0,232.0,2.0,0.0,1.0,2.0,0.1,0.0,-0.1,0.03,1.0,0.0,0.0,0.0,37.0,46.0,80.4,0.0,3.0,0,0.0,5.0,682,151.0,14.0,19,73.7,19,22,3.0,100.0,59.0,1,4,42.0,15,1,59.0
238,Morten Frendrup,CM,2023-2024,22,Denmark,Genoa,Serie A,37,3145,34.9,36,1,762.0,3773.0,20.0,4.0,55.0,14.0,3.3,1.4,0.3,0.06,4.0,0.0,5.0,7.0,979.0,1224.0,80.0,13.0,69.0,14,1.0,105.0,14254,3493.0,548.0,625,87.7,333,401,83.0,54.2,1651.0,70,404,922.0,345,36,1651.0
239,Remo Freuler,CM,2023-2024,31,Switzerland,Bologna,Serie A,32,2624,29.2,30,2,1177.0,5516.0,28.0,5.0,27.0,16.0,0.0,1.3,-0.2,0.09,4.0,0.0,1.0,2.0,1710.0,1890.0,90.5,19.0,133.0,15,0.0,165.0,25295,6603.0,949.0,1009,94.1,653,696,86.0,58.1,2178.0,81,525,1304.0,361,33,2178.0
240,Angelo Fulgini,AM,2023-2024,26,France,Lens,Ligue 1,29,1376,15.3,16,13,692.0,3650.0,42.0,7.0,33.0,36.0,6.4,4.0,-2.2,0.07,10.0,7.0,2.0,3.0,569.0,789.0,72.1,38.0,46.0,20,6.0,74.0,9396,2835.0,278.0,335,83.0,189,248,133.0,50.4,996.0,19,97,439.0,471,48,996.0
241,Roberto Gagliardini,CM,2023-2024,29,Italy,Monza,Serie A,33,2360,26.2,29,4,1045.0,5931.0,36.0,2.0,28.0,14.0,4.6,2.0,-1.9,0.08,9.0,1.0,2.0,3.0,1339.0,1487.0,90.0,20.0,114.0,10,1.0,120.0,23611,5656.0,563.0,607,92.8,648,690,135.0,74.8,1761.0,94,439,1034.0,310,42,1761.0
242,Iñigo Ruiz de Galarreta,DM,2023-2024,29,Spain,Athletic Club,La Liga,29,2091,23.2,25,4,782.0,3740.0,29.0,1.0,24.0,29.0,2.6,2.5,0.7,0.03,2.0,0.0,1.0,2.0,993.0,1232.0,80.6,26.0,127.0,23,4.0,147.0,17537,5134.0,460.0,527,87.3,410,474,171.0,60.2,1407.0,30,194,883.0,345,7,1407.0
243,Pablo Galdames Millán,CM,2023-2024,26,Chile,Genoa,Serie A,2,11,0.1,0,2,9.0,47.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03,1.0,0.0,0.0,0.0,21.0,23.0,91.3,0.0,6.0,0,0.0,5.0,411,173.0,7.0,8,87.5,12,12,3.0,66.7,26.0,0,1,19.0,6,1,26.0
244,Conor Gallagher,CM,2023-2024,23,England,Chelsea,Premier League,37,3128,34.8,37,0,1453.0,7243.0,54.0,14.0,69.0,39.0,9.2,3.5,0.8,0.09,17.0,0.0,7.0,12.0,1801.0,2018.0,89.2,52.0,135.0,32,4.0,172.0,26732,5954.0,1054.0,1116,94.4,598,654,146.0,65.1,2443.0,77,468,1221.0,793,79,2443.0
245,Idrissa Gana Gueye,DM,2023-2024,33,Senegal,Everton,Premier League,25,1884,20.9,24,1,592.0,2976.0,26.0,2.0,17.0,20.0,2.4,0.8,2.7,0.05,7.0,1.0,0.0,4.0,758.0,898.0,84.4,15.0,70.0,9,1.0,83.0,11688,3236.0,384.0,428,89.7,317,361,66.0,59.1,1126.0,59,280,608.0,252,21,1126.0
246,Aleix García,CM,2023-2024,26,Spain,Girona,La Liga,37,3199,35.5,36,1,1923.0,9334.0,44.0,3.0,26.0,15.0,7.3,6.0,1.2,0.05,12.0,8.0,6.0,9.0,2567.0,2935.0,87.5,57.0,306.0,27,8.0,294.0,47017,14261.0,1226.0,1293,94.8,945,1018,518.0,64.5,3220.0,149,780,1809.0,651,18,3220.0
247,Dani García,DM,2023-2024,33,Spain,Athletic Club,La Liga,17,745,8.3,7,10,176.0,711.0,6.0,0.0,4.0,2.0,1.0,0.2,0.2,0.13,3.0,0.0,0.0,1.0,279.0,331.0,84.3,2.0,24.0,3,0.0,36.0,4585,1255.0,136.0,152,89.5,110,129,34.0,64.7,398.0,21,81,258.0,64,7,398.0
248,James Garner,DM,2023-2024,22,England,Everton,Premier League,37,3004,33.4,34,3,736.0,3856.0,37.0,5.0,33.0,10.0,7.3,3.7,-1.7,0.07,10.0,5.0,2.0,3.0,958.0,1244.0,77.0,44.0,98.0,24,6.0,100.0,16067,4432.0,464.0,536,86.6,374,437,185.0,48.6,1610.0,83,307,776.0,549,41,1610.0
249,Johan Gastien,CM,2023-2024,35,France,Clermont Foot,Ligue 1,28,2260,25.1,28,0,1458.0,6939.0,27.0,0.0,29.0,9.0,2.7,2.7,-0.3,0.03,5.0,0.0,0.0,0.0,1408.0,1706.0,82.5,32.0,156.0,29,2.0,168.0,26816,8592.0,537.0,607,88.5,645,734,302.0,63.2,1918.0,70,475,1199.0,257,9,1918.0
250,Gavi,CM,2023-2024,18,Spain,Barcelona,La Liga,12,944,10.5,10,2,424.0,2231.0,24.0,3.0,19.0,11.0,2.0,1.4,0.1,0.11,4.0,0.0,1.0,2.0,489.0,541.0,90.4,11.0,37.0,8,2.0,39.0,7119,1400.0,297.0,315,94.3,146,165,35.0,80.0,678.0,27,108,394.0,181,18,678.0
251,Yann Gboho,AM,2023-2024,22,France,Toulouse,Ligue 1,16,1193,13.3,13,3,369.0,2966.0,42.0,27.0,39.0,28.0,2.9,1.7,1.8,0.05,8.0,0.0,2.0,5.0,211.0,285.0,74.0,18.0,24.0,18,1.0,48.0,2980,816.0,124.0,152,81.6,69,86,10.0,60.0,473.0,6,48,183.0,261,68,473.0
252,Dennis Geiger,CM,2023-2024,25,Germany,Hoffenheim,Bundesliga,3,64,0.7,0,3,9.0,49.0,0.0,0.0,1.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,66.7,1.0,3.0,0,0.0,3.0,162,64.0,3.0,5,60.0,5,6,1.0,0.0,17.0,2,8,6.0,3,1,17.0
253,Francesco Gelli,CM,2023-2024,26,Italy,Frosinone,Serie A,27,1561,17.3,16,11,508.0,2902.0,25.0,10.0,34.0,14.0,3.1,2.5,-0.7,0.07,3.0,0.0,0.0,0.0,604.0,743.0,81.3,25.0,40.0,18,3.0,61.0,8504,2316.0,378.0,412,91.7,176,217,66.0,42.4,914.0,32,181,426.0,319,24,914.0
254,Denis Genreau,CM,2023-2024,24,Australia,Toulouse,Ligue 1,9,464,5.2,5,4,184.0,1019.0,5.0,2.0,11.0,4.0,0.7,0.4,-0.4,0.12,1.0,0.0,0.0,0.0,148.0,205.0,72.2,6.0,16.0,3,1.0,14.0,2232,715.0,87.0,111,78.4,47,60,13.0,69.2,273.0,9,67,135.0,76,9,273.0
255,Yannick Gerhardt,AM,2023-2024,29,Germany,Wolfsburg,Bundesliga,25,1630,18.1,18,7,453.0,1814.0,14.0,4.0,13.0,9.0,2.8,1.8,0.1,0.1,9.0,0.0,1.0,3.0,585.0,756.0,77.4,14.0,43.0,8,2.0,49.0,8438,2288.0,330.0,379,87.1,202,261,57.0,45.6,904.0,34,187,474.0,247,41,904.0
256,Morgan Gibbs-White,AM,2023-2024,23,England,Nott'ham Forest,Premier League,37,3156,35.1,35,2,1033.0,5636.0,62.0,15.0,78.0,44.0,15.4,6.8,-2.1,0.09,13.0,4.0,10.0,15.0,1045.0,1480.0,70.6,74.0,114.0,39,13.0,170.0,18412,6092.0,499.0,609,81.9,350,452,297.0,51.2,1876.0,28,217,893.0,801,103,1875.0
257,Billy Gilmour,DM,2023-2024,22,Scotland,Brighton,Premier League,30,2120,23.6,24,6,1410.0,6287.0,53.0,0.0,28.0,9.0,3.0,2.5,-1.0,0.04,5.0,0.0,1.0,1.0,1915.0,2107.0,90.9,22.0,183.0,33,3.0,193.0,29399,7671.0,1049.0,1093,96.0,703,759,170.0,62.4,2277.0,67,447,1425.0,417,12,2277.0
258,Gvidas Gineitis,CM,2023-2024,19,Lithuania,Torino,Serie A,14,538,6.0,4,10,177.0,1007.0,5.0,0.0,4.0,1.0,0.9,1.0,-0.4,0.05,2.0,3.0,0.0,0.0,227.0,284.0,79.9,8.0,18.0,4,1.0,25.0,3884,876.0,93.0,113,82.3,96,103,43.0,51.2,344.0,14,63,193.0,91,5,344.0
259,André Gomes,CM,2023-2024,30,Portugal,Everton,Premier League,12,508,5.6,3,9,183.0,868.0,7.0,3.0,8.0,6.0,0.7,0.5,0.7,0.04,4.0,2.0,0.0,1.0,223.0,291.0,76.6,4.0,24.0,6,1.0,36.0,3909,971.0,112.0,132,84.8,80,95,51.0,52.9,352.0,10,57,179.0,121,11,352.0
260,Angel Gomes,AM,2023-2024,22,England,Lille,Ligue 1,31,2571,28.6,29,2,1644.0,8464.0,56.0,7.0,26.0,15.0,8.2,6.0,-2.0,0.06,7.0,5.0,8.0,8.0,1566.0,1751.0,89.4,48.0,164.0,45,1.0,204.0,27874,7062.0,727.0,779,93.3,632,680,220.0,77.3,1940.0,45,299,1231.0,424,38,1940.0
261,João Gomes,CM,2023-2024,22,Brazil,Wolves,Premier League,34,2649,29.4,32,2,804.0,3929.0,22.0,6.0,42.0,44.0,2.8,1.7,0.3,0.07,7.0,0.0,1.0,3.0,1051.0,1279.0,82.2,20.0,73.0,23,5.0,101.0,15291,4174.0,596.0,665,89.6,342,404,94.0,53.2,1626.0,66,433,859.0,352,35,1626.0
262,Moi Gómez,CM,2023-2024,29,Spain,Osasuna,La Liga,28,2006,22.3,23,5,767.0,4018.0,25.0,3.0,21.0,13.0,2.6,1.9,1.3,0.09,7.0,1.0,0.0,3.0,953.0,1177.0,81.0,24.0,116.0,12,5.0,127.0,16451,3884.0,434.0,484,89.7,394,451,149.0,61.7,1346.0,22,157,792.0,411,29,1346.0
263,Unai Gómez,AM,2023-2024,20,Spain,Athletic Club,La Liga,25,875,9.7,9,16,221.0,1400.0,17.0,2.0,14.0,22.0,2.1,0.7,0.5,0.09,7.0,0.0,0.0,2.0,198.0,260.0,76.2,12.0,18.0,3,0.0,28.0,3259,762.0,100.0,122,82.0,70,90,34.0,61.8,366.0,8,38,176.0,160,26,366.0
264,Maxime Gonalons,CM,2023-2024,34,France,Clermont Foot,Ligue 1,21,1296,14.4,17,4,659.0,3461.0,14.0,2.0,18.0,13.0,0.6,0.4,0.6,0.03,3.0,0.0,0.0,1.0,666.0,772.0,86.3,7.0,67.0,4,0.0,81.0,12023,3551.0,277.0,315,87.9,286,309,108.0,69.4,921.0,32,196,652.0,84,10,921.0
265,Fabio González,CM,2023-2024,26,Spain,Las Palmas,La Liga,6,123,1.4,1,5,89.0,282.0,2.0,0.0,0.0,2.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,119.0,129.0,92.2,0.0,11.0,0,0.0,9.0,1859,356.0,70.0,75,93.3,39,41,9.0,88.9,133.0,1,26,88.0,19,0,133.0
266,Iñaki González,CM,2023-2024,19,Spain,Las Palmas,La Liga,1,5,0.1,0,1,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,0.0,0.0,0,0.0,0.0,70,7.0,1.0,1,100.0,2,2,0.0,0.0,7.0,1,3,3.0,1,0,7.0
267,Joan Gonzàlez,CM,2023-2024,21,Spain,Lecce,Serie A,29,1291,14.3,13,16,335.0,1832.0,22.0,4.0,26.0,11.0,2.2,0.8,-0.2,0.09,5.0,0.0,1.0,2.0,348.0,463.0,75.2,15.0,35.0,5,2.0,49.0,5710,1665.0,174.0,211,82.5,132,163,50.0,60.0,607.0,17,127,334.0,158,19,607.0
268,Urko González,CM,2023-2024,22,Spain,Real Sociedad,La Liga,5,156,1.7,2,3,51.0,257.0,0.0,0.0,2.0,3.0,0.1,0.0,-0.1,0.04,0.0,0.0,0.0,0.0,71.0,89.0,79.8,0.0,5.0,1,0.0,6.0,1127,293.0,39.0,46,84.8,30,33,9.0,22.2,109.0,8,30,65.0,14,1,109.0
269,Daniel Gore,CM,2023-2024,18,England,Manchester Utd,Premier League,1,1,0.0,0,1,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,2.0,0,0,1.0,1,0,2.0
270,Leon Goretzka,DM,2023-2024,28,Germany,Bayern Munich,Bundesliga,30,2241,24.9,25,5,1141.0,6277.0,56.0,1.0,14.0,14.0,10.2,4.7,1.0,0.09,14.0,0.0,7.0,13.0,1559.0,1754.0,88.9,32.0,176.0,27,2.0,176.0,25969,7112.0,754.0,819,92.1,681,739,136.0,72.8,2016.0,78,453,1148.0,435,61,2016.0
271,Mario Götze,CM,2023-2024,31,Germany,Eint Frankfurt,Bundesliga,30,2068,23.0,23,7,938.0,3559.0,34.0,2.0,34.0,26.0,5.9,3.8,0.1,0.26,6.0,0.0,2.0,5.0,1050.0,1325.0,79.2,35.0,81.0,32,5.0,115.0,15793,4244.0,593.0,672,88.2,350,439,124.0,55.6,1537.0,27,297,812.0,449,42,1537.0
272,Pablo Gozalbez,CM,2023-2024,22,Spain,Valencia,La Liga,5,103,1.1,1,4,25.0,72.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,16.0,32.0,50.0,0.0,1.0,0,0.0,0.0,197,61.0,8.0,15,53.3,6,9,3.0,33.3,42.0,1,9,12.0,21,3,42.0
273,Alberto Grassi,CM,2023-2024,28,Italy,Empoli,Serie A,27,1807,20.1,22,5,525.0,2436.0,13.0,0.0,13.0,7.0,1.7,1.3,-1.1,0.05,5.0,1.0,1.0,1.0,696.0,861.0,80.8,6.0,89.0,6,0.0,75.0,11955,4165.0,326.0,370,88.1,289,339,104.0,56.7,1085.0,67,324,625.0,143,16,1085.0
274,Ryan Gravenberch,CM,2023-2024,21,Netherlands,Liverpool,Premier League,26,1121,12.5,12,14,432.0,2458.0,28.0,10.0,46.0,13.0,2.9,1.4,-1.0,0.09,8.0,0.0,0.0,1.0,415.0,504.0,82.3,16.0,35.0,27,0.0,78.0,5520,1719.0,263.0,302,87.1,122,140,12.0,66.7,696.0,17,84,347.0,272,42,696.0
275,Mason Greenwood,RM,2023-2024,21,England,Getafe,La Liga,33,2662,29.6,30,3,949.0,7176.0,80.0,70.0,63.0,50.0,13.3,4.3,-0.4,0.06,31.0,5.0,6.0,14.0,777.0,1036.0,75.0,36.0,62.0,27,11.0,89.0,13710,2684.0,388.0,450,86.2,266,333,183.0,55.2,1355.0,6,76,621.0,690,124,1352.0
276,Vincenzo Grifo,LM,2023-2024,30,Italy,Freiburg,Bundesliga,32,2325,25.8,29,3,888.0,4546.0,33.0,24.0,37.0,20.0,15.9,7.5,-1.0,0.07,12.0,5.0,8.0,16.0,971.0,1335.0,72.7,56.0,87.0,42,14.0,115.0,17305,4934.0,446.0,523,85.3,366,465,259.0,46.3,1574.0,43,226,789.0,572,64,1568.0
277,Pascal Groß,CM,2023-2024,32,Germany,Brighton,Premier League,36,3114,34.6,34,2,2284.0,10055.0,69.0,8.0,35.0,28.0,14.6,9.2,-2.7,0.11,18.0,4.0,10.0,14.0,2774.0,3223.0,86.1,103.0,242.0,73,27.0,302.0,42905,13360.0,1583.0,1674,94.6,914,1035,359.0,53.8,3534.0,133,826,1681.0,1050,70,3533.0
278,Brajan Gruda,AM,2023-2024,19,Germany,Mainz 05,Bundesliga,28,1641,18.2,19,9,577.0,4888.0,55.0,44.0,70.0,49.0,7.6,5.1,0.5,0.12,12.0,2.0,3.0,7.0,425.0,658.0,64.6,43.0,31.0,31,3.0,71.0,6601,2298.0,209.0,269,77.7,155,229,92.0,33.7,937.0,9,72,362.0,541,93,937.0
279,Ilia Gruev,DM,2023-2024,23,Bulgaria,Werder Bremen,Bundesliga,1,4,0.0,0,1,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0,0.0,0.0,13,14.0,1.0,1,100.0,0,0,0.0,0.0,3.0,0,0,3.0,0,0,3.0
280,Andrés Guardado,DM,2023-2024,36,Mexico,Betis,La Liga,12,447,5.0,4,8,175.0,971.0,7.0,0.0,9.0,3.0,0.3,0.3,-0.1,0.03,0.0,0.0,0.0,0.0,253.0,298.0,84.9,5.0,34.0,5,1.0,36.0,4959,1540.0,101.0,108,93.5,102,115,58.0,72.4,346.0,5,64,222.0,64,2,346.0
281,Mattéo Guendouzi,CM,2023-2024,24,France,Lazio,Serie A,35,2386,26.5,27,8,734.0,4299.0,35.0,4.0,25.0,14.0,3.9,2.4,-0.2,0.08,8.0,0.0,3.0,5.0,935.0,1131.0,82.7,23.0,107.0,29,8.0,120.0,15257,3685.0,472.0,514,91.8,367,436,109.0,65.1,1339.0,39,249,760.0,345,46,1339.0
282,Javier Guerra,CM,2023-2024,20,Spain,Valencia,La Liga,36,2498,27.8,28,8,743.0,4753.0,46.0,9.0,50.0,52.0,3.6,1.9,1.3,0.06,14.0,1.0,1.0,5.0,700.0,969.0,72.2,12.0,64.0,11,2.0,81.0,11090,2783.0,334.0,415,80.5,288,360,112.0,42.9,1292.0,65,291,720.0,308,22,1292.0
283,Ander Guevara,DM,2023-2024,26,Spain,Alavés,La Liga,37,2932,32.6,33,4,840.0,4759.0,43.0,3.0,29.0,24.0,1.5,1.5,0.3,0.04,2.0,0.0,0.0,1.0,1111.0,1471.0,75.5,21.0,167.0,21,2.0,187.0,18552,6374.0,530.0,641,82.7,439,558,173.0,60.7,1735.0,75,409,1029.0,320,16,1735.0
284,Pape Gueye,CM,2023-2024,24,Senegal,Marseille,Ligue 1,15,765,8.5,9,6,449.0,2298.0,13.0,0.0,11.0,8.0,1.2,0.5,0.6,0.05,2.0,0.0,0.0,1.0,396.0,487.0,81.3,4.0,52.0,6,0.0,61.0,7394,2225.0,140.0,163,85.9,200,222,77.0,57.1,602.0,19,108,389.0,110,8,602.0
285,Hugo Guillamón,CM,2023-2024,23,Spain,Valencia,La Liga,26,1315,14.6,12,14,382.0,1402.0,5.0,0.0,8.0,8.0,0.6,0.5,0.8,0.07,2.0,0.0,0.0,1.0,564.0,695.0,81.2,9.0,62.0,3,1.0,65.0,9956,3003.0,271.0,308,88.0,212,253,105.0,62.9,789.0,34,183,496.0,114,5,789.0
286,Bruno Guimarães,CM,2023-2024,25,Brazil,Newcastle Utd,Premier League,37,3263,36.3,37,0,1842.0,10297.0,73.0,19.0,61.0,70.0,11.2,6.3,2.2,0.1,16.0,0.0,8.0,15.0,1941.0,2313.0,83.9,62.0,184.0,70,5.0,283.0,33351,9336.0,915.0,1011,90.5,789,902,285.0,63.5,2734.0,90,573,1482.0,722,75,2734.0
287,Gerard Gumbau,CM,2023-2024,28,Spain,Granada,La Liga,35,2674,29.7,31,4,878.0,3456.0,13.0,2.0,18.0,15.0,5.8,4.0,-1.8,0.04,9.0,8.0,3.0,3.0,1079.0,1504.0,71.7,41.0,132.0,22,5.0,135.0,21503,7250.0,450.0,525,85.7,426,524,371.0,50.4,1745.0,44,396,1016.0,351,13,1745.0
288,İlkay Gündoğan,CM,2023-2024,32,Germany,Barcelona,La Liga,36,2994,33.3,33,3,1608.0,8881.0,88.0,9.0,38.0,28.0,17.6,9.8,-1.7,0.14,15.0,5.0,9.0,14.0,2163.0,2510.0,86.2,97.0,188.0,48,4.0,224.0,35295,9085.0,1095.0,1186,92.3,830,904,313.0,58.1,2733.0,42,376,1538.0,841,77,2731.0
289,Jon Guridi,AM,2023-2024,28,Spain,Alavés,La Liga,36,2678,29.8,34,2,536.0,2805.0,25.0,3.0,36.0,28.0,7.5,2.9,-1.0,0.11,8.0,0.0,4.0,7.0,643.0,830.0,77.5,32.0,67.0,23,4.0,117.0,10484,2965.0,326.0,389,83.8,251,303,78.0,61.5,1075.0,32,172,584.0,333,74,1075.0
290,Nicolas Haas,CM,2023-2024,27,Switzerland,Empoli,Serie A,1,90,1.0,1,0,35.0,141.0,1.0,0.0,1.0,0.0,0.1,0.0,-0.1,0.1,1.0,0.0,0.0,0.0,46.0,51.0,90.2,0.0,7.0,1,0.0,6.0,865,312.0,20.0,21,95.2,21,21,6.0,83.3,63.0,4,15,36.0,12,1,63.0
